"Ingredient ID",11136,11216,11215,11670,11283,11291,11823,2009,2030,16123,11549,19335,20019,11291,20481,20019,16123,2030
"Ingredient Description","Cauliflower, cooked, boiled, drained, without salt","Ginger root, raw","Garlic, raw","Peppers, hot chili, green, raw","Onions, cooked, boiled, drained, without salt","Onions, spring or scallions (includes tops and bulb), raw","Peppers, sweet, red, cooked, boiled, drained, without salt","Spices, chili powder","Spices, pepper, black","Soy sauce made from soy and wheat (shoyu)","Tomato products, canned, sauce","Sugars, granulated","Corn flour, masa, unenriched, white","Onions, spring or scallions (includes tops and bulb), raw","Wheat flour, white, all-purpose, unenriched","Corn flour, masa, unenriched, white","Soy sauce made from soy and wheat (shoyu)","Spices, pepper, black"
"Portion size","cup (1"" pieces)","tsp","tsp","pepper","medium","tbsp chopped","100g","tsp","tsp, ground","tsp","cup","tsp","cup","tbsp chopped","cup","cup","tsp","tsp, ground"
"Quantity",1.5,1.5,1.5,2.5,1,1,0.05,0.5,0.5,1.5,0.0625,0.25,0.0208333,1,0.1875,0.1875,1,0.25
"8:0",0.0,0.00021,0.0,0.0,0.0,0.0,0.0,0.0,0.0011729999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005864999999999999,0.0019694999999999995
"15:0",0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
"Caffeine",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"15:1",0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
"Folate, food",40.92,0.33,0.126,25.875,14.1,3.84,0.8,0.37800000000000006,0.19549999999999998,1.113,1.684375,0.0,0.688748898,3.84,6.09375,6.19875,0.742,0.09774999999999999,107.02287389800001
"18:3 undifferentiated",0.15531,0.00102,0.0008399999999999999,0.005625,0.00376,0.00024,0.0005,0.007195500000000001,0.0017479999999999998,0.0023055000000000003,0.000459375,0.0,0.0012349980239999999,0.00024,0.00515625,0.011115,0.001537,0.0008739999999999999,0.19916062302400003
"Carbohydrate, by difference",3.8223000000000007,0.5331,1.38852,10.6425,9.541,0.4404,0.335,0.6709500000000002,0.735425,0.3919349999999999,0.8238125,1.0497900000000002,1.81188460098,0.4404,17.88515625,16.3069875,0.26128999999999997,0.3677125,67.44816335098
"Serine",0.08928000000000001,0.00135,0.007980000000000001,0.09,0.0376,0.00492,0.00185,0.0031050000000000006,0.004703499999999999,0.030846000000000005,0.005971875,0,0.010829982672000001,0.00492,0.1209375,0.09747,0.020564,0.0023517499999999997,0.5346796076720001
"Glutamic acid",0.22785,0.00486,0.03381,0.29700000000000004,0.20679999999999998,0.02268,0.0060999999999999995,0.021465,0.0162495,0.12553050000000002,0.09876562500000001,0,0.041063684297999996,0.02268,0.8153906250000001,0.36957375,0.08368699999999998,0.00812475,2.4016304342979997
"Sodium, Na",13.95,0.39,0.714,7.875,2.82,0.96,0.1,54.0,0.23,436.6935,80.2375,0.0105,0.11874981,0.96,0.46875,1.06875,291.12899999999996,0.115,891.84074981
"Vitamin B-12, added",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Phosphorus, P",29.76,1.02,6.425999999999999,51.75,32.9,2.22,0.9,4.05,1.817,13.197000000000001,3.98125,0.0,5.082491868,2.22,25.3125,45.7425,8.798,0.9085,236.08524186800003
"Tocotrienol, gamma",0,0,0,0,0,0,0,0.03847500000000001,0.0,0,0,0,0,0,0,0,0,0.0,0.03847500000000001
"Fluoride, F",0,0,0,0,0,0,0,0,0.3933,0,5.3440625,0.0,0,0,0,0,0,0.19665,5.9340125
"Histidine",0.034409999999999996,0.0009,0.004746,0.046125000000000006,0.02068,0.00192,0.00095,0.00243,0.0018284999999999998,0.013833,0.0033687499999999998,0,0.006768739169999999,0.00192,0.05390625000000001,0.06091875,0.009222,0.0009142499999999999,0.2648412391700001
"4:0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Alcohol, ethyl",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"18:0",0.0074399999999999996,0.00051,0.0,0.0033749999999999995,0.00188,0.00018,0.00035000000000000005,0.005346000000000001,0.0037605,0.0005565,0.0010718750000000001,0.0,0.00142499772,0.00018,0.001640625,0.012825,0.000371,0.00188025,0.04279174772
"Theobromine",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Potassium, K",132.06,12.45,16.842,382.5,156.04,16.56,8.3,26.325,15.283499999999998,34.5825,50.684375,0.021,6.246240005999999,16.56,25.078125,56.21625,23.055,7.641749999999999,986.4457400059997
"Vitamin E (alpha-tocopherol)",0.0651,0.0078000000000000005,0.0033599999999999997,0.77625,0.0188,0.033,0.0825,0.5148900000000001,0.01196,0.0,0.21743749999999998,0.0,0.00284999544,0.033,0.0140625,0.02565,0.0,0.00598,1.81263999544
"Lutein + zeaxanthin",26.97,0.0,0.6719999999999999,815.625,3.76,68.22,2.35,4.185,5.220999999999999,0.0,3.521875,0.0,0.142499772,68.22,4.21875,1.2825,0.0,2.6104999999999996,1006.9991247720001
"Betaine",0.09300000000000001,0,0,0,0,0,0,0.03645,0.10235,2.3691,0.1225,0,0,0,0,0,1.5794,0.051175,4.353975
"Riboflavin",0.04836,0.00102,0.00462,0.10124999999999998,0.02162,0.0048,0.0015,0.01269,0.00207,0.013117499999999999,0.01010625,0.0001995,0.0023037463140000002,0.0048,0.009375,0.020733750000000006,0.008745000000000001,0.001035,0.268345746314
"Sucrose",0,0,0,0,1.034,0,0,0.01026,0.00023,0.00795,0.0398125,1.0479,0,0,0,0,0.0053,0.000115,2.1455675000000003
"Maltose",0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
"Cholesterol",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Folate, total",40.92,0.33,0.126,25.875,14.1,3.84,0.8,0.37800000000000006,0.19549999999999998,1.113,1.684375,0.0,0.688748898,3.84,6.09375,6.19875,0.742,0.09774999999999999,107.02287389800001
"Alanine",0.09021000000000001,0.0009299999999999999,0.005544,0.09225000000000001,0.03572,0.00492,0.0019,0.0060750000000000005,0.007083999999999999,0.023372999999999994,0.006278125,0,0.016529973551999998,0.00492,0.0778125,0.14877,0.015581999999999999,0.0035419999999999996,0.5414405985520001
"Fatty acids, total trans",0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
"Phenylalanine",0.06138,0.00135,0.007685999999999998,0.06974999999999999,0.032900000000000006,0.0035399999999999997,0.0014500000000000001,0.004995,0.005129,0.028063499999999998,0.006125,0,0.010711232862,0.0035399999999999997,0.121875,0.09640125,0.018708999999999996,0.0025645,0.47616948286199995
"Isoleucine",0.0651,0.00153,0.009114,0.073125,0.04512000000000001,0.00462,0.0015,0.005265000000000001,0.004208999999999999,0.025280999999999998,0.004134375,0,0.007172488524,0.00462,0.083671875,0.0645525,0.016854,0.0021044999999999996,0.417973738524
"Niacin",0.38130000000000003,0.0225,0.029399999999999996,1.06875,0.15510000000000002,0.0315,0.023849999999999996,0.1566,0.013144499999999998,0.17458200000000001,0.149296875,0.0,0.038807437907999995,0.0315,0.29296875,0.3492674999999999,0.11638799999999999,0.006572249999999999,3.041527312908
"Thiamin",0.039060000000000004,0.0007500000000000001,0.008400000000000001,0.10124999999999998,0.03948,0.0033,0.00295,0.0033750000000000004,0.0012419999999999998,0.0026235000000000004,0.003675,0.0,0.005296241526,0.0033,0.028125,0.04766625,0.001749,0.0006209999999999999,0.292862991526
"Selenium, Se",0.5579999999999999,0.020999999999999998,0.5963999999999998,0.5625,0.564,0.036,0.015,0.2754,0.05635,0.039749999999999994,0.030625,0.0063,0.33249946799999996,0.036,7.945312499999999,2.9925,0.0265,0.028175,14.122311967999998
"Leucine",0.09951,0.0022199999999999998,0.012935999999999998,0.118125,0.04512000000000001,0.006540000000000001,0.0024000000000000002,0.008505,0.011661,0.04269150000000001,0.00581875,0,0.026694957287999997,0.006540000000000001,0.16640625,0.240255,0.028461000000000004,0.0058305,0.8297149572879998
"Vitamin E, added",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sugars, total",1.9344,0.051,0.041999999999999996,5.7375,4.446200000000001,0.1398,0.2195,0.09706500000000001,0.00736,0.0318,0.65078125,1.0479,0.03823743882,0.1398,0.06328125,0.3441375,0.0212,0.00368,15.015642438819999
"Cystine",0.019530000000000002,0.00024,0.00273,0.04275,0.022560000000000004,0,0.0009,0.00243,0.001587,0.009380999999999999,0.0021437500000000003,0,0.0047499924,0,0.051328125,0.04275,0.006253999999999999,0.0007935,0.21012736740000001
"Tyrosine",0.0372,0.0006,0.0034019999999999996,0.04725000000000001,0.03196,0.00318,0.00095,0.002565,0.005554499999999999,0.019398,0.0030625,0,0.005961240462,0.00318,0.073125,0.05365125,0.012931999999999999,0.0027772499999999993,0.306748740462
"Vitamin C, total ascorbic acid",41.199,0.15,1.3104,272.8125,4.888,1.1280000000000001,8.55,0.00945,0.0,0.0,1.071875,0.0,0.0,1.1280000000000001,0.0,0.0,0.0,0.0,332.24722499999996
"Cryptoxanthin, beta",0.0,0.0,0.0,56.25,0.0,0.0,23.0,47.115,0.2875,0.0,0.459375,0.0,0.047499924,0.0,0.0,0.4275,0.0,0.14375,127.73062492399998
"Arginine",0.08277000000000001,0.0012900000000000001,0.026628,0.10799999999999998,0.17201999999999998,0.00792,0.0022,0.006614999999999999,0.0035419999999999996,0.0368085,0.004746875,0,0.009761234382,0.00792,0.097734375,0.08785124999999999,0.024539,0.0017709999999999998,0.6821172343819998
"Water",86.49,2.3667000000000002,2.46036,98.7075,82.58840000000001,5.3898,4.593500000000001,0.145125,0.14329,5.6564250000000005,13.952750000000002,0.00021,0.21469965648,5.3898,2.79375,1.9323,3.7709500000000005,0.071645,316.6672046564799
"Valine",0.08556000000000001,0.0021899999999999997,0.012222,0.09450000000000001,0.029140000000000003,0.00486,0.0019500000000000001,0.007290000000000001,0.0062905,0.026393999999999997,0.004134375,0,0.009879984191999999,0.00486,0.09726562499999998,0.08892,0.017596,0.00314525,0.496197734192
"Threonine",0.062310000000000004,0.0010799999999999998,0.006593999999999999,0.08324999999999999,0.031020000000000002,0.004319999999999999,0.0017000000000000001,0.0036450000000000007,0.0028059999999999995,0.0215445,0.006278125,0,0.006364989816,0.004319999999999999,0.06585937500000001,0.057285,0.014363,0.0014029999999999997,0.37414298981599997
"20:2 n-6 c,c",0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
"Retinol",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"18:1 c",0,0,0,0,0,0,0,0.042066000000000006,0.0074405,0,0,0,0,0,0,0,0,0.00372025,0.05322675000000001
"Lactose",0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
"18:1 t",0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
"Magnesium, Mg",8.37,1.29,1.05,28.125,10.34,1.2,0.5,2.0115,1.9664999999999997,5.882999999999999,2.45,0.0,2.208746466,1.2,5.15625,19.87875,3.9219999999999997,0.9832499999999998,96.53499646599998
"Vitamin D",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Protein",1.7112,0.0546,0.26712,2.25,1.2784,0.10980000000000001,0.046000000000000006,0.18171000000000004,0.119485,0.6471300000000001,0.20212500000000003,0.0,0.22039964735999995,0.10980000000000001,2.4210937500000003,1.9835999999999998,0.43142,0.0597425,12.093625897359999
"Aspartic acid",0.20088,0.00624,0.020537999999999997,0.32175,0.06956,0.01014,0.0066,0.022815,0.0162495,0.0571605,0.03093125,0,0.014226227238,0.01014,0.101953125,0.12803625,0.038106999999999995,0.00812475,1.063451602238
"6:0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017549999999999998,0.000138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9e-05,0.0003825
"Vitamin B-12",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Energy",21.39,2.4,6.257999999999999,45.0,41.36,1.92,1.4,3.8070000000000004,2.8865,4.2135,3.675,4.0635,8.66873613,1.92,85.3125,78.01875,2.8089999999999997,1.44325,316.54573613
"16:1 undifferentiated",0.0,0.00063,0.0,0.0,0.0,0.0,5e-05,0.0011070000000000001,0.0008854999999999999,0.0,0.000153125,0.0,7.124988599999999e-05,0.0,0.0,0.00064125,0.0,0.00044274999999999995,0.003980874886
"17:0",0,0,0,0,0,0,0,0.000189,0.0,0,0,0,0,0,0,0,0,0.0,0.000189
"17:1",0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
"Vitamin D (D2 + D3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"13:0",0,0,0,0,0,0,0,0.0003645,0.0,0,0,0,0,0,0,0,0,0.0,0.0003645
"Lysine",0.09207000000000001,0.0017100000000000001,0.011466,0.10012499999999999,0.0611,0.0054600000000000004,0.00205,0.00486,0.0028059999999999995,0.0302895,0.006278125,0,0.00569999088,0.0054600000000000004,0.0534375,0.0513,0.020193,0.0014029999999999997,0.4557081158800001
"16:0",0.05766,0.0036,0.003654,0.016875,0.02632,0.00168,0.0011,0.021856500000000004,0.0061294999999999995,0.0046110000000000005,0.0027562499999999996,0.0,0.010758732785999998,0.00168,0.034687499999999996,0.09682874999999999,0.003074,0.0030647499999999998,0.296335982786
"10:0",0.0,0.0,8.4e-05,0.0,0.0,0.0,0.0,0.00017549999999999998,0.0004139999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020699999999999996,0.0008804999999999998
"Vitamin B-6",0.16088999999999998,0.0048,0.05186999999999999,0.31275000000000003,0.12126,0.00366,0.01165,0.028269000000000002,0.0033464999999999996,0.011765999999999999,0.014853125,0.0,0.01128123195,0.00366,0.0103125,0.10153124999999999,0.007844,0.0016732499999999998,0.8614168569499999
"Methionine",0.02418,0.00039,0.003191999999999999,0.026999999999999996,0.01034,0.0012,0.00055,0.0017550000000000003,0.001104,0.007711500000000001,0.001225,0,0.0043462430459999995,0.0012,0.04289062499999999,0.03911624999999999,0.005141,0.000552,0.17189361804599998
"Tocopherol, gamma",0,0,0,0,0.0,0,0,0.046035000000000006,0.07544,0,0.0153125,0,0,0,0,0,0,0.03772,0.1745075
"Carotene, beta",6.51,0.0,0.21,754.875,0.94,35.88,76.25,202.5,3.565,0.0,39.659375,0.0,0.047499924,35.88,0.0,0.4275,0.0,1.7825,1158.5268749240001
"14:1",0,0,0,0,0,0,0,0.0,0.000184,0,0,0,0,0,0,0,0,9.2e-05,0.000276
"14:0",0.0,0.0005399999999999999,0.0,0.0011250000000000001,0.00094,6e-05,0.0,0.0025515000000000004,0.000345,0.0,0.0,0.0,0.0,6e-05,0.0,0.0,0.0,0.0001725,0.0057940000000000005
"Pantothenic acid",0.47243999999999997,0.00609,0.025031999999999995,0.06862499999999999,0.10622,0.0045,0.00395,0.011988,0.0160885,0.023611499999999997,0.047315625,0.0,0.0045599927039999995,0.0045,0.10265625,0.04104,0.015740999999999998,0.00804425,0.9624021177039997
"Tocopherol, beta",0,0,0,0,0.0,0,0,0.0032400000000000003,0.0,0,0.0030625,0,0,0,0,0,0,0.0,0.006302500000000001
"Choline, total",36.363,0.8640000000000001,0.9743999999999998,12.4875,6.3919999999999995,0.342,0.29,0.89775,0.12994999999999998,1.4548500000000002,1.5159375,0.0,0.20424967319999998,0.342,2.4375000000000004,1.83825,0.9699,0.06497499999999999,67.56826217320001
"Manganese, Mn",0.12276,0.00687,0.070224,0.266625,0.14382,0.0096,0.005750000000000001,0.022949999999999998,0.1466595,0.080931,0.016384375,4.2000000000000004e-05,0.010616233014,0.0096,0.15984375,0.09554625,0.053953999999999995,0.07332975,1.2955058580140002
"18:3 n-3 c,c,c (ALA)",0,0,0,0,0,0,0,0.0070065000000000014,0.0017479999999999998,0,0,0,0,0,0,0,0,0.0008739999999999999,0.009628500000000002
"Hydroxyproline",0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
"Lycopene",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28350000000000003,0.23,0.0,2140.534375,0.0,0.0,0.0,0.0,0.0,0.0,0.115,2141.162875
"Fructose",0,0,0,0,1.3536,0,0,0.057915,0.002645,0.0,0.2541875,0.0,0,0,0,0,0.0,0.0013225,1.6696699999999998
"Glucose (dextrose)",0,0,0,0,2.0585999999999998,0,0,0.028890000000000002,0.00276,0.023849999999999996,0.35678125,0.0,0,0,0,0,0.015899999999999997,0.00138,2.4881612499999997
"Vitamin A, IU",11.16,0.0,0.37799999999999995,1326.375,1.88,59.82,147.05,400.275,6.2905,0.0,66.303125,0.0,0.11874981,59.82,0.0,1.06875,0.0,3.14525,2083.68437481
"22:6 n-3 (DHA)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vitamin A, RAE",0.93,0.0,0.0,66.375,0.0,3.0,7.35,20.020500000000002,0.3105,0.0,3.36875,0.0,0.0,3.0,0.0,0.0,0.0,0.15525,104.51
"Fatty acids, total trans-monoenoic",0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
"Tryptophan",0.022320000000000003,0.00036,0.002772,0.02925,0.0188,0.0012,0.0006000000000000001,0.0009450000000000001,0.000667,0.007632000000000001,0.00153125,0,0.0016149974160000002,0.0012,0.029765625,0.014535,0.0050880000000000005,0.0003335,0.13861437241600003
"20:5 n-3 (EPA)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"22:1 undifferentiated",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"18:3 n-6 c,c,c",0,0,0,0,0,0,0,0.000189,0.0,0,0,0,0,0,0,0,0,0.0,0.000189
"Folic acid",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Phytosterols",0,0.45,0,0,16.92,0,0.45,1.1205,1.058,0,0,0,0,0,0,0,0,0.529,20.5275
"20:0",0,0,0,0,0,0,0,0.0007425000000000001,0.0,0,0,0,0,0,0,0,0,0.0,0.0007425000000000001
"20:1",0.0,0.00021,0.0,0.0,0.0,0.0,0.0,0.000189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039900000000000005
"Fatty acids, total polyunsaturated",0.20181000000000002,0.00462,0.010457999999999999,0.12262500000000001,0.06861999999999999,0.0044399999999999995,0.0053,0.10808100000000001,0.011477,0.0209085,0.011178124999999999,0.0,0.040944934488,0.0044399999999999995,0.09679687499999998,0.36850499999999997,0.013939,0.0057385,1.099881934488
"Folate, DFE",40.92,0.33,0.126,25.875,14.1,3.84,0.8,0.37800000000000006,0.19549999999999998,1.113,1.684375,0.0,0.688748898,3.84,6.09375,6.19875,0.742,0.09774999999999999,107.02287389800001
"Tocotrienol, alpha",0,0,0,0,0,0,0,0.041850000000000005,0.009774999999999999,0,0,0,0,0,0,0,0,0.0048874999999999995,0.05651250000000001
"12:0",0.0,0.00117,0.0,0.0,0.0,0.0,0.0,0.0010935,0.0010695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00053475,0.00386775
"18:4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"24:1 c",0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
"Iron, Fe",0.2976,0.018,0.07139999999999999,1.35,0.2256,0.08879999999999999,0.023000000000000003,0.23355000000000004,0.11166500000000001,0.11527499999999997,0.1561875,0.0005250000000000001,0.03491244414,0.08879999999999999,0.27421875,0.3142125,0.07685,0.05583250000000001,3.536428694140001
"Tocotrienol, beta",0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
"Proline",0.07347,0.00123,0.004200000000000001,0.09787499999999998,0.03948,0.00726,0.002,0.016875,0.0162495,0.0391935,0.003521875,0,0.017598721842,0.00726,0.28078125,0.15838875,0.026129,0.00812475,0.7996373468419998
"Calcium, Ca",14.88,0.48,7.601999999999999,20.25,20.68,4.32,0.45,4.455000000000001,5.0945,2.6234999999999995,1.990625,0.0105,3.229994832,4.32,3.515625,29.07,1.749,2.54725,127.26799483199999
"24:0",0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
"Tocopherol, delta",0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0
"18:2 undifferentiated",0.04650000000000001,0.0036,0.009618,0.117,0.06580000000000001,0.004200000000000001,0.0048000000000000004,0.1008855,0.007980999999999999,0.018603,0.010565625,0.0,0.039709936464,0.004200000000000001,0.091640625,0.35739,0.012402,0.003990499999999999,0.8988861864640001
"Starch",0,0,0,0,0,0,0,0,0,0,0,0,1.567497492,0,0,14.1075,0,0,15.674997492
"Fiber, total dietary",2.139,0.06,0.0882,1.6875,1.3159999999999998,0.15600000000000003,0.06,0.4698,0.29095,0.0636,0.2296875,0.0,0.1519997568,0.15600000000000003,0.6328125000000001,1.368,0.0424,0.145475,9.057424756799998
"Fatty acids, total monounsaturated",0.029759999999999998,0.00462,0.00046199999999999995,0.012374999999999999,0.02538,0.0016200000000000001,0.00065,0.043348500000000005,0.008498499999999999,0.006996,0.004134375,0.0,0.023678712114,0.0016200000000000001,0.020390625,0.21310874999999999,0.004664,0.0042492499999999996,0.405555712114
"22:0",0,0,0,0,0,0,0,0.0007425000000000001,0.0,0,0,0,0,0,0,0,0,0.0,0.0007425000000000001
"Copper, Cu",0.016739999999999998,0.0067800000000000004,0.012558,0.19574999999999995,0.06298,0.00498,0.0032500000000000003,0.013500000000000002,0.015294999999999998,0.0034184999999999997,0.017915625,7.350000000000001e-05,0.00427499316,0.00498,0.033749999999999995,0.038475,0.0022789999999999998,0.007647499999999999,0.44464711815999985
"Ash",0.5579999999999999,0.0231,0.063,0.675,0.41359999999999997,0.048600000000000004,0.0155,0.15943500000000002,0.051635,1.209195,0.30625,0.000105,0.03609994224,0.048600000000000004,0.11015625,0.3249,0.80613,0.0258175,4.87512369224
"Dihydrophylloquinone",0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0
"Galactose",0,0,0,0,0.0,0,0,0.0,0.001725,0.0,0.0,0.0,0,0,0,0,0.0,0.0008625,0.0025875
"Zinc, Zn",0.15810000000000002,0.0102,0.04871999999999999,0.3375,0.1974,0.023399999999999997,0.006,0.05805,0.013684999999999998,0.06916499999999999,0.030625,0.000105,0.0427499316,0.023399999999999997,0.16406249999999997,0.38475000000000004,0.04611,0.006842499999999999,1.6208649316000001
"20:4 undifferentiated",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"20:3 undifferentiated",0,0,0,0,0,0,0,0.0,0.0017479999999999998,0,0,0,0,0,0,0,0,0.0008739999999999999,0.0026219999999999998
"Carotene, alpha",0.0,0.0,0.0,25.875,0.0,0.0,0.9,28.215,0.13799999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06899999999999999,55.196999999999996
"18:1 undifferentiated",0.029759999999999998,0.00357,0.00046199999999999995,0.012374999999999999,0.02538,0.0016200000000000001,0.0006000000000000001,0.042066000000000006,0.0074405,0.00636,0.00398125,0.0,0.023607462227999997,0.0016200000000000001,0.020390625,0.21246750000000003,0.00424,0.00372025,0.399660587228
"Glycine",0.05487,0.0012900000000000001,0.008400000000000001,0.08324999999999999,0.05358,0.0054600000000000004,0.0017000000000000001,0.008100000000000001,0.0050715,0.023611499999999997,0.004440625,0,0.008146236966,0.0054600000000000004,0.086953125,0.07331625000000001,0.015740999999999998,0.00253575,0.4419259869660001
"Fatty acids, total saturated",0.0651,0.00609,0.003738,0.023625000000000004,0.029140000000000003,0.00192,0.0014500000000000001,0.033237,0.016007999999999998,0.0058035,0.003828125,0.0,0.012634979784,0.00192,0.036328124999999996,0.11371500000000001,0.0038689999999999996,0.008003999999999999,0.366410729784
"Tocotrienol, delta",0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
"Total lipid (fat)",0.41850000000000004,0.0225,0.020999999999999998,0.225,0.17859999999999998,0.0114,0.010000000000000002,0.19277999999999998,0.037489999999999996,0.045314999999999994,0.0275625,0.0,0.09167485332,0.0114,0.2296875,0.8250750000000001,0.030209999999999994,0.018744999999999998,2.39693985332
"22:5 n-3 (DPA)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vitamin K (phylloquinone)",12.834000000000001,0.0030000000000000005,0.07139999999999999,16.0875,0.47,12.42,0.255,1.4269500000000002,1.8825499999999997,0.0,0.42875,0.0,0.0,12.42,0.07031249999999999,0.0,0.0,0.9412749999999999,59.3107375
